ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Price,Yearly_sales,Rating,Genre,Language
140433112,The Professor (Penguin Classics),Charlotte Bronte,1989,Penguin Books,http://images.amazon.com/images/P/0140433112.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140433112.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140433112.01.LZZZZZZZ.jpg,$12.87,85604,5,Action,Icelandic
679450718,Everyone Is Entitled to My Opinion,David Brinkley,1996,Alfred A. Knopf,http://images.amazon.com/images/P/0679450718.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679450718.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679450718.01.LZZZZZZZ.jpg,$122.20,81917,10,Comedy,Khmer
451185501,Bone Deep,Darian North,1996,Onyx Books,http://images.amazon.com/images/P/0451185501.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451185501.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451185501.01.LZZZZZZZ.jpg,$355.08,10330,2,Comedy,Pashto
451194691,Wild Highland Home,Alexandra Raife,1998,Signet Book,http://images.amazon.com/images/P/0451194691.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451194691.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451194691.01.LZZZZZZZ.jpg,$426.20,51145,10,Comedy,Punjabi
812525604,Boy W/Penny Eyes,Al Sarrantonio,1987,Tor Books,http://images.amazon.com/images/P/0812525604.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812525604.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812525604.01.LZZZZZZZ.jpg,$98.59,19922,2,Comedy,French
425114333,The Dreaming,Robert D. San Souci,1989,Berkley Pub Group,http://images.amazon.com/images/P/0425114333.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425114333.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425114333.01.LZZZZZZZ.jpg,$275.25,28937,8,Drama,Mongolian
821713515,Tame My Wild Heart,Sylvie F. Sommerfield,1984,Zebra Books,http://images.amazon.com/images/P/0821713515.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821713515.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821713515.01.LZZZZZZZ.jpg,$342.15,90375,7,Comedy,Portuguese
345304616,Fox's Earth,Anne Rivers Siddons,1991,Ballantine Books,http://images.amazon.com/images/P/0345304616.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345304616.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345304616.01.LZZZZZZZ.jpg,$306.15,48450,4,Horror,Tamil
552147427,Waiting for Godalming,Robert Rankin,2001,Corgi Books,http://images.amazon.com/images/P/0552147427.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0552147427.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0552147427.01.LZZZZZZZ.jpg,$472.56,48249,8,Comedy,Japanese
031287829X,Manta's Gift,Timothy Zahn,2002,Tor Books,http://images.amazon.com/images/P/031287829X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/031287829X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/031287829X.01.LZZZZZZZ.jpg,$138.37,86540,10,Drama,Portuguese
553106449,Faithful Travelers: A Father : A Daughter : A Fly-Fishing Journey of the Heart,James Dodson,1998,Bantam Dell Pub Group,http://images.amazon.com/images/P/0553106449.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553106449.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553106449.01.LZZZZZZZ.jpg,$141.66,68321,8,Drama,Zulu
783548036,Rocks &amp; Fossils (Nature Company Guides),Arthur Bresnahan Busbey,1996,Time-Life Books,http://images.amazon.com/images/P/0783548036.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0783548036.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0783548036.01.LZZZZZZZ.jpg,$298.27,38471,8,Action,Malagasy
1401351964,Bergdorf Blondes : A Novel,Plum Sykes,2004,Miramax,http://images.amazon.com/images/P/1401351964.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1401351964.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1401351964.01.LZZZZZZZ.jpg,$180.22,42385,4,Horror,Danish
446519480,An Isolated Incident,Susan R. Sloan,1998,Warner Books Inc,http://images.amazon.com/images/P/0446519480.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446519480.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446519480.01.LZZZZZZZ.jpg,$186.15,34754,7,Comedy,Bulgarian
439202183,Monster,Walter Dean Myers,2000,Scholastic,http://images.amazon.com/images/P/0439202183.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439202183.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439202183.01.LZZZZZZZ.jpg,$414.28,76824,2,Comedy,English
140368132,The Phantom of the Opera (Puffin Classics),Gaston Leroux,1994,Puffin Books,http://images.amazon.com/images/P/0140368132.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140368132.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140368132.01.LZZZZZZZ.jpg,$18.39,58941,7,Drama,Dhivehi
140366784,Jane Eyre (Puffin Classics),Charlotte Bronte,1995,Puffin Books,http://images.amazon.com/images/P/0140366784.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140366784.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140366784.01.LZZZZZZZ.jpg,$341.58,40693,7,Comedy,Spanish
385730713,Hawksong : The Kiesha'ra: Volume One,AMELIA ATWATER-RHODES,2003,Delacorte Books for Young Readers,http://images.amazon.com/images/P/0385730713.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385730713.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385730713.01.LZZZZZZZ.jpg,$96.62,38204,3,Drama,Bulgarian
385327935,Shattered Mirror,Amelia Atwater-Rhodes,2001,Delacorte Press,http://images.amazon.com/images/P/0385327935.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385327935.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385327935.01.LZZZZZZZ.jpg,$13.84,56456,9,Children,Arabic
038532720X,Demon in My View,Amelia Atwater-Rhodes,2000,Delacorte Press,http://images.amazon.com/images/P/038532720X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038532720X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038532720X.01.LZZZZZZZ.jpg,$348.21,32895,3,Crime,Tajik
440228166,In the Forests of the Night (Laurel Leaf Books),Amelia Atwater-Rhodes,2000,Laurel-Leaf Books,http://images.amazon.com/images/P/0440228166.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440228166.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440228166.01.LZZZZZZZ.jpg,$471.37,16207,3,Comedy,Swati
765340011,Farscape: Dark Side of the Sun (Farscape),Andrew Dymond,2001,Tor Books,http://images.amazon.com/images/P/0765340011.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0765340011.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0765340011.01.LZZZZZZZ.jpg,$203.08,73932,2,Drama,Northern Sotho
076534002X,Ship of Ghosts (Farscape),David Bischoff,2002,Tor Books,http://images.amazon.com/images/P/076534002X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/076534002X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/076534002X.01.LZZZZZZZ.jpg,$99.10,78704,5,Adventure,Aymara
312970889,Pitch Black: A Novel,Frank Lauria,2000,St. Martin's Press,http://images.amazon.com/images/P/0312970889.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312970889.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312970889.01.LZZZZZZZ.jpg,$238.07,76062,10,Thriller,Gujarati
812561627,Farscape: House of Cards (Farscape),Keith Decandido,2001,Tor Books,http://images.amazon.com/images/P/0812561627.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812561627.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812561627.01.LZZZZZZZ.jpg,$470.89,38753,5,Comedy,Bosnian
3822879169,Jan Saudek: Photographs 1987-1997 (Albums),Jan Saudek,1997,Benedikt Taschen Verlag,http://images.amazon.com/images/P/3822879169.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3822879169.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3822879169.01.LZZZZZZZ.jpg,$486.27,78854,1,Documentary,Belarusian
679312064,Dropped Threads 2: More of What We Aren't Told,Carol Shields,2003,Vintage Books Canada,http://images.amazon.com/images/P/0679312064.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679312064.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679312064.01.LZZZZZZZ.jpg,$197.78,95724,9,Adventure,Indonesian
1894254082,Jesse's Journey: A Canadian Story,John Davidson,2002,Timberholme Books Ltd.,http://images.amazon.com/images/P/1894254082.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1894254082.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1894254082.01.LZZZZZZZ.jpg,$384.34,69816,5,Comedy,Portuguese
771022573,Prairie People : A Celebration of My Homeland,ROBERT COLLINS,2003,McClelland &amp; Stewart,http://images.amazon.com/images/P/0771022573.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0771022573.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0771022573.01.LZZZZZZZ.jpg,$346.57,32257,10,Comedy,Ndebele
1552975649,Hidden Secrets: A Complete History of Espionage and the Technology Used to Support It,David Owen,2002,Firefly Books Ltd,http://images.amazon.com/images/P/1552975649.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1552975649.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1552975649.01.LZZZZZZZ.jpg,$232.46,31275,10,Action,Kurdish
44403917,Abandonati,Garry Kilworth,1989,HarperCollins Publishers,http://images.amazon.com/images/P/0044403917.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0044403917.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0044403917.01.LZZZZZZZ.jpg,$383.37,43654,5,Comedy,Burmese
425190064,The Thai Amulet: An Archaeological Mystery (Archaeological Mysteries),Lyn Hamilton,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425190064.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425190064.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425190064.01.LZZZZZZZ.jpg,$451.04,71453,6,Action,GuaranÃ­
764552953,Feng Shui for Dummies,David Daniel  Kennedy,2000,For Dummies,http://images.amazon.com/images/P/0764552953.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0764552953.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0764552953.01.LZZZZZZZ.jpg,$357.19,32965,1,Comedy,Amharic
676974015,Coke Machine Glow,Gord Downie,2002,Vintage Books Canada,http://images.amazon.com/images/P/0676974015.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0676974015.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0676974015.01.LZZZZZZZ.jpg,$405.58,86393,9,Documentary,Belarusian
3791325590,Frida Kahlo and Diego Rivera (Pegasus Library--Paperback Editions),Isabel Alcantara,2001,Prestel,http://images.amazon.com/images/P/3791325590.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3791325590.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3791325590.01.LZZZZZZZ.jpg,$59.21,49652,5,Drama,Icelandic
1859671446,Sunflowers (The Design Motifs Series),Lindsay Porter,1996,Lorenz Books,http://images.amazon.com/images/P/1859671446.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1859671446.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1859671446.01.LZZZZZZZ.jpg,$191.12,91688,6,Comedy,Kurdish
1895629969,Hot Goalies: Legends of the Best Puck Stoppers Past and Present,Stan Fischler,1997,Warwick Publishing,http://images.amazon.com/images/P/1895629969.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1895629969.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1895629969.01.LZZZZZZZ.jpg,$415.61,14084,3,Action,Somali
771034121,Prairie Hardball: A Kate Henry Mystery,Alison Gordon,1997,McClelland &amp; Stewart Ltd,http://images.amazon.com/images/P/0771034121.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0771034121.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0771034121.01.LZZZZZZZ.jpg,$284.99,72678,1,Western,Chinese
3404920538,Scotty im Himmel mit sieben.,Peter Hedges,2000,LÃ?Â¼bbe,http://images.amazon.com/images/P/3404920538.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3404920538.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3404920538.01.LZZZZZZZ.jpg,$442.01,55038,8,Drama,Armenian
553275453,Walkabout Woman,Michaela Roessner,1988,Spectra Books,http://images.amazon.com/images/P/0553275453.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553275453.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553275453.01.LZZZZZZZ.jpg,$389.56,70241,10,Comedy,Assamese
441138942,Daughter of Witches,Patricia C. Wrede,1983,Ace Books,http://images.amazon.com/images/P/0441138942.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441138942.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441138942.01.LZZZZZZZ.jpg,$58.06,24192,5,Crime,Irish Gaelic
445209798,Rimrunners,C. J. Cherryh,1990,Warner Books,http://images.amazon.com/images/P/0445209798.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0445209798.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0445209798.01.LZZZZZZZ.jpg,$132.76,50983,7,Animation,Finnish
553288733,Tehanu: The Last Book Of Earthsea (Earthsea  Tetrology #4),Ursula K. Le Guin,1991,Bantam,http://images.amazon.com/images/P/0553288733.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553288733.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553288733.01.LZZZZZZZ.jpg,$89.77,56971,5,Drama,Somali
014030164X,The Happy Prince (Puffin Books),Oscar Wilde,1962,Puffin Books,http://images.amazon.com/images/P/014030164X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014030164X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014030164X.01.LZZZZZZZ.jpg,$186.91,21688,8,Action,Kazakh
553294164,The Dagger and the Cross: A Novel of the Crusades,Judith Tarr,1991,Spectra Books,http://images.amazon.com/images/P/0553294164.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553294164.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553294164.01.LZZZZZZZ.jpg,$94.84,84364,5,Comedy,English
9113005650,VÃ¤gen till Jerusalem,Jan Guillou,1998,Norstedt,http://images.amazon.com/images/P/9113005650.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9113005650.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9113005650.01.LZZZZZZZ.jpg,$166.85,50291,9,Drama,French
553370316,Last Refuge (Bantam Spectra Book),ELIZABETH ANN SCARBOROUGH,1992,Spectra,http://images.amazon.com/images/P/0553370316.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553370316.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553370316.01.LZZZZZZZ.jpg,$110.60,92385,9,Comedy,Finnish
345275926,Fellowship of the Talisman,Clifford D. Simak,1979,Ballantine Books,http://images.amazon.com/images/P/0345275926.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345275926.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345275926.01.LZZZZZZZ.jpg,$42.67,5396,7,Fantasy,Hindi
553276093,A Wind in Cairo,Judith Tarr,1989,Spectra Books,http://images.amazon.com/images/P/0553276093.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553276093.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553276093.01.LZZZZZZZ.jpg,$302.62,85896,1,Action,German
671744062,FIREBRAND,Marion Zimmer Bradley,1991,Pocket,http://images.amazon.com/images/P/0671744062.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671744062.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671744062.01.LZZZZZZZ.jpg,$94.69,67130,1,Comedy,Croatian
140077251,The Never Ending Story,Michael Ende,1984,Penguin Books Ltd,http://images.amazon.com/images/P/0140077251.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140077251.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140077251.01.LZZZZZZZ.jpg,$290.47,53788,8,Drama,Italian
441833659,Two Hawks from Earth,Philip Jose Farmer,1979,Ace Books,http://images.amazon.com/images/P/0441833659.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441833659.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441833659.01.LZZZZZZZ.jpg,$434.07,1805,7,Crime,Swedish
812507169,Paradise,Mike Resnick,1993,Tor Books (Mm),http://images.amazon.com/images/P/0812507169.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812507169.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812507169.01.LZZZZZZZ.jpg,$328.93,79705,8,Action,Tamil
886771358,Delirium's Mistress : A Novel of the Flat Earth (Flat Earth Series),Tanith Lee,1986,New Amer Library (Mm),http://images.amazon.com/images/P/0886771358.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886771358.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886771358.01.LZZZZZZZ.jpg,$494.46,22780,4,Comedy,Persian
055325121X,The Uplift War (Uplift Trilogy),David Brin,1987,Spectra Books,http://images.amazon.com/images/P/055325121X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055325121X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055325121X.01.LZZZZZZZ.jpg,$34.45,68895,2,Comedy,Icelandic
140177213,Forest House,Marion Zimmer Bradley,1995,Penguin Books Ltd,http://images.amazon.com/images/P/0140177213.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140177213.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140177213.01.LZZZZZZZ.jpg,$136.32,85331,2,Adventure,Kannada
140032215,Travels with My Aunt,Graham Greene,1972,Penguin Books Ltd,http://images.amazon.com/images/P/0140032215.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140032215.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140032215.01.LZZZZZZZ.jpg,$17.06,19437,2,Children,GuaranÃ­
886775590,Chanur's Legacy: A Novel of Compact Space (Chanur),C. J. Cherryh,2001,Daw Books,http://images.amazon.com/images/P/0886775590.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886775590.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886775590.01.LZZZZZZZ.jpg,$310.77,4926,10,Drama,MÄori
886771846,The Kif Strike Back,C.J. Cherryh,1993,Daw Books,http://images.amazon.com/images/P/0886771846.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886771846.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886771846.01.LZZZZZZZ.jpg,$162.13,56509,6,Drama,Japanese
345319747X,In fremden Betten.,Robyn Sisman,2002,Heyne,http://images.amazon.com/images/P/345319747X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/345319747X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/345319747X.01.LZZZZZZZ.jpg,$448.25,73997,9,Drama,Kurdish
679877894,My So-Called Life,Catherine Clark,1995,Bull's Eye Publishing,http://images.amazon.com/images/P/0679877894.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679877894.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679877894.01.LZZZZZZZ.jpg,$221.35,93422,7,Sci-Fi,Azeri
451453239,Primavera,Francesca Lia Block,1994,New Amer Library (Mm),http://images.amazon.com/images/P/0451453239.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451453239.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451453239.01.LZZZZZZZ.jpg,$306.91,53199,6,Comedy,Hindi
006024254X,Am I Blue?: Coming Out from the Silence,Marion Dane Bauer,1994,Harpercollins,http://images.amazon.com/images/P/006024254X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006024254X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006024254X.01.LZZZZZZZ.jpg,$134.62,70648,3,Horror,Hiri Motu
312855737,The Ivory and the Horn: A Newford Collection,Charles de Lint,1995,St Martins Pr,http://images.amazon.com/images/P/0312855737.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312855737.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312855737.01.LZZZZZZZ.jpg,$211.80,96566,2,Drama,Finnish
385496850,The Circus Fire: A True Story of an American Tragedy,Stewart O'Nan,2001,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385496850.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385496850.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385496850.01.LZZZZZZZ.jpg,$284.21,43140,8,Drama,Swahili
762702435,Hitchhiking Vietnam,Karin Muller,1998,Globe Pequot,http://images.amazon.com/images/P/0762702435.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0762702435.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0762702435.01.LZZZZZZZ.jpg,$64.04,95284,10,Comedy,English
60933216,A Room With A View,E. M. Forster,1999,Perennial,http://images.amazon.com/images/P/0060933216.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060933216.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060933216.01.LZZZZZZZ.jpg,$151.49,20003,2,Drama,Chinese
425111326,Smart Questions,Dorothy Leeds,1995,Berkley Publishing Group,http://images.amazon.com/images/P/0425111326.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425111326.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425111326.01.LZZZZZZZ.jpg,$234.95,45139,10,Comedy,Korean
2261820,One for My Baby,Tony Parsons,2001,HarperCollins Publishers,http://images.amazon.com/images/P/0002261820.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0002261820.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0002261820.01.LZZZZZZZ.jpg,$173.24,99212,2,Horror,Haitian Creole
014028124X,Queen Kat Carmel and St Jude Get a Life,Maureen McCarthy,2003,Penguin Putnam~trade,http://images.amazon.com/images/P/014028124X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014028124X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014028124X.01.LZZZZZZZ.jpg,$213.65,1117,6,Comedy,Polish
