ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Price,Yearly_sales,Rating,Genre,Language
1552975649,Hidden Secrets: A Complete History of Espionage and the Technology Used to Support It,David Owen,2002,Firefly Books Ltd,http://images.amazon.com/images/P/1552975649.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1552975649.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1552975649.01.LZZZZZZZ.jpg,232.46,127440,10,Action,Kurdish
44403917,Abandonati,Garry Kilworth,1989,HarperCollins Publishers,http://images.amazon.com/images/P/0044403917.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0044403917.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0044403917.01.LZZZZZZZ.jpg,383.37,67100,5.2,Comedy,Burmese
425190064,The Thai Amulet: An Archaeological Mystery (Archaeological Mysteries),Lyn Hamilton,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425190064.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425190064.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425190064.01.LZZZZZZZ.jpg,451.04,73188,6.9,Action,GuaranÃ­
764552953,Feng Shui for Dummies,David Daniel  Kennedy,2000,For Dummies,http://images.amazon.com/images/P/0764552953.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0764552953.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0764552953.01.LZZZZZZZ.jpg,357.19,10807,1.3,Comedy,Amharic
676974015,Coke Machine Glow,Gord Downie,2002,Vintage Books Canada,http://images.amazon.com/images/P/0676974015.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0676974015.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0676974015.01.LZZZZZZZ.jpg,405.58,155520,9.8,Documentary,Belarusian
3791325590,Frida Kahlo and Diego Rivera (Pegasus Library--Paperback Editions),Isabel Alcantara,2001,Prestel,http://images.amazon.com/images/P/3791325590.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3791325590.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3791325590.01.LZZZZZZZ.jpg,59.21,85850,5.8,Drama,Icelandic
1859671446,Sunflowers (The Design Motifs Series),Lindsay Porter,1996,Lorenz Books,http://images.amazon.com/images/P/1859671446.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1859671446.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1859671446.01.LZZZZZZZ.jpg,191.12,85674,6.5,Comedy,Kurdish
1895629969,Hot Goalies: Legends of the Best Puck Stoppers Past and Present,Stan Fischler,1997,Warwick Publishing,http://images.amazon.com/images/P/1895629969.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1895629969.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1895629969.01.LZZZZZZZ.jpg,415.61,52938,3.3,Action,Somali
771034121,Prairie Hardball: A Kate Henry Mystery,Alison Gordon,1997,McClelland &amp; Stewart Ltd,http://images.amazon.com/images/P/0771034121.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0771034121.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0771034121.01.LZZZZZZZ.jpg,284.99,14734,1.7,Western,Chinese
3404920538,Scotty im Himmel mit sieben.,Peter Hedges,2000,LÃ?Â¼bbe,http://images.amazon.com/images/P/3404920538.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3404920538.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3404920538.01.LZZZZZZZ.jpg,442.01,113632,8.7,Drama,Armenian
553275453,Walkabout Woman,Michaela Roessner,1988,Spectra Books,http://images.amazon.com/images/P/0553275453.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553275453.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553275453.01.LZZZZZZZ.jpg,389.56,171200,10,Comedy,Assamese
441138942,Daughter of Witches,Patricia C. Wrede,1983,Ace Books,http://images.amazon.com/images/P/0441138942.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441138942.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441138942.01.LZZZZZZZ.jpg,58.06,103550,5.1,Crime,Irish Gaelic
445209798,Rimrunners,C. J. Cherryh,1990,Warner Books,http://images.amazon.com/images/P/0445209798.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0445209798.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0445209798.01.LZZZZZZZ.jpg,132.76,73500,7.7,Animation,Finnish
553288733,Tehanu: The Last Book Of Earthsea (Earthsea  Tetrology #4),Ursula K. Le Guin,1991,Bantam,http://images.amazon.com/images/P/0553288733.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553288733.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553288733.01.LZZZZZZZ.jpg,89.77,63220,5.8,Drama,Somali
014030164X,The Happy Prince (Puffin Books),Oscar Wilde,1962,Puffin Books,http://images.amazon.com/images/P/014030164X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014030164X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014030164X.01.LZZZZZZZ.jpg,186.91,99384,8.8,Action,Kazakh
553294164,The Dagger and the Cross: A Novel of the Crusades,Judith Tarr,1991,Spectra Books,http://images.amazon.com/images/P/0553294164.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553294164.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553294164.01.LZZZZZZZ.jpg,94.84,91800,5.2,Comedy,English
9113005650,VÃ¤gen till Jerusalem,Jan Guillou,1998,Norstedt,http://images.amazon.com/images/P/9113005650.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9113005650.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9113005650.01.LZZZZZZZ.jpg,166.85,103950,9.9,Drama,French
553370316,Last Refuge (Bantam Spectra Book),ELIZABETH ANN SCARBOROUGH,1992,Spectra,http://images.amazon.com/images/P/0553370316.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553370316.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553370316.01.LZZZZZZZ.jpg,110.6,173340,9.3,Comedy,Finnish
345275926,Fellowship of the Talisman,Clifford D. Simak,1979,Ballantine Books,http://images.amazon.com/images/P/0345275926.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345275926.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345275926.01.LZZZZZZZ.jpg,42.67,104531,7.8,Fantasy,Hindi
553276093,A Wind in Cairo,Judith Tarr,1989,Spectra Books,http://images.amazon.com/images/P/0553276093.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553276093.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553276093.01.LZZZZZZZ.jpg,302.62,18200,1.2,Action,German
671744062,FIREBRAND,Marion Zimmer Bradley,1991,Pocket,http://images.amazon.com/images/P/0671744062.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671744062.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671744062.01.LZZZZZZZ.jpg,94.69,11330,1.6,Comedy,Croatian
140077251,The Never Ending Story,Michael Ende,1984,Penguin Books Ltd,http://images.amazon.com/images/P/0140077251.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140077251.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140077251.01.LZZZZZZZ.jpg,290.47,151904,8.6,Drama,Italian
441833659,Two Hawks from Earth,Philip Jose Farmer,1979,Ace Books,http://images.amazon.com/images/P/0441833659.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441833659.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441833659.01.LZZZZZZZ.jpg,434.07,135814,7.7,Crime,Swedish
812507169,Paradise,Mike Resnick,1993,Tor Books (Mm),http://images.amazon.com/images/P/0812507169.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812507169.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812507169.01.LZZZZZZZ.jpg,328.93,150336,8.3,Action,Tamil
886771358,Delirium's Mistress : A Novel of the Flat Earth (Flat Earth Series),Tanith Lee,1986,New Amer Library (Mm),http://images.amazon.com/images/P/0886771358.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886771358.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886771358.01.LZZZZZZZ.jpg,494.46,74900,4.9,Comedy,Persian
055325121X,The Uplift War (Uplift Trilogy),David Brin,1987,Spectra Books,http://images.amazon.com/images/P/055325121X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055325121X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055325121X.01.LZZZZZZZ.jpg,34.45,27510,2.3,Comedy,Icelandic
140177213,Forest House,Marion Zimmer Bradley,1995,Penguin Books Ltd,http://images.amazon.com/images/P/0140177213.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140177213.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140177213.01.LZZZZZZZ.jpg,136.32,42768,2.5,Adventure,Kannada
140032215,Travels with My Aunt,Graham Greene,1972,Penguin Books Ltd,http://images.amazon.com/images/P/0140032215.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140032215.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140032215.01.LZZZZZZZ.jpg,17.06,24752,2.5,Children,GuaranÃ­
886775590,Chanur's Legacy: A Novel of Compact Space (Chanur),C. J. Cherryh,2001,Daw Books,http://images.amazon.com/images/P/0886775590.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886775590.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886775590.01.LZZZZZZZ.jpg,310.77,128260,10,Drama,MÄori
886771846,The Kif Strike Back,C.J. Cherryh,1993,Daw Books,http://images.amazon.com/images/P/0886771846.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886771846.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886771846.01.LZZZZZZZ.jpg,162.13,102024,6.1,Drama,Japanese
345319747X,In fremden Betten.,Robyn Sisman,2002,Heyne,http://images.amazon.com/images/P/345319747X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/345319747X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/345319747X.01.LZZZZZZZ.jpg,448.25,189000,9.7,Drama,Kurdish
679877894,My So-Called Life,Catherine Clark,1995,Bull's Eye Publishing,http://images.amazon.com/images/P/0679877894.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679877894.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679877894.01.LZZZZZZZ.jpg,221.35,109816,7.2,Sci-Fi,Azeri
451453239,Primavera,Francesca Lia Block,1994,New Amer Library (Mm),http://images.amazon.com/images/P/0451453239.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451453239.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451453239.01.LZZZZZZZ.jpg,306.91,91200,6.7,Comedy,Hindi
006024254X,Am I Blue?: Coming Out from the Silence,Marion Dane Bauer,1994,Harpercollins,http://images.amazon.com/images/P/006024254X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006024254X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006024254X.01.LZZZZZZZ.jpg,134.62,52002,3.3,Horror,Hiri Motu
312855737,The Ivory and the Horn: A Newford Collection,Charles de Lint,1995,St Martins Pr,http://images.amazon.com/images/P/0312855737.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312855737.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312855737.01.LZZZZZZZ.jpg,211.8,31824,2.1,Drama,Finnish
385496850,The Circus Fire: A True Story of an American Tragedy,Stewart O'Nan,2001,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385496850.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385496850.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385496850.01.LZZZZZZZ.jpg,284.21,91200,8.2,Drama,Swahili
762702435,Hitchhiking Vietnam,Karin Muller,1998,Globe Pequot,http://images.amazon.com/images/P/0762702435.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0762702435.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0762702435.01.LZZZZZZZ.jpg,64.04,206960,10,Comedy,English
60933216,A Room With A View,E. M. Forster,1999,Perennial,http://images.amazon.com/images/P/0060933216.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060933216.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060933216.01.LZZZZZZZ.jpg,151.49,34344,2.3,Drama,Chinese
425111326,Smart Questions,Dorothy Leeds,1995,Berkley Publishing Group,http://images.amazon.com/images/P/0425111326.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425111326.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425111326.01.LZZZZZZZ.jpg,234.95,147000,10,Comedy,Korean
2261820,One for My Baby,Tony Parsons,2001,HarperCollins Publishers,http://images.amazon.com/images/P/0002261820.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0002261820.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0002261820.01.LZZZZZZZ.jpg,173.24,20800,2.5,Horror,Haitian Creole
014028124X,Queen Kat Carmel and St Jude Get a Life,Maureen McCarthy,2003,Penguin Putnam~trade,http://images.amazon.com/images/P/014028124X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014028124X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014028124X.01.LZZZZZZZ.jpg,213.65,78966,6.3,Comedy,Polish
671864939,SCAVENGER REEF,Laurence Shames,1994,Simon &amp; Schuster,http://images.amazon.com/images/P/0671864939.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671864939.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671864939.01.LZZZZZZZ.jpg,180.59,101000,8.6,Documentary,Punjabi
767906632,Life Makeovers,CHERYL RICHARDSON,2000,Broadway Books,http://images.amazon.com/images/P/0767906632.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767906632.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767906632.01.LZZZZZZZ.jpg,391.59,78110,5.4,Action,Punjabi
037326402X,Killing Cassidy,Jeanne Dams,2001,Worldwide Library,http://images.amazon.com/images/P/037326402X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/037326402X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/037326402X.01.LZZZZZZZ.jpg,167.82,80892,7.3,Drama,Nepali
380713284,The Body in the Belfry: A Faith Fairchild Mystery,Katherine Hall Page,1991,Avon,http://images.amazon.com/images/P/0380713284.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380713284.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380713284.01.LZZZZZZZ.jpg,41.92,40068,3.3,Comedy,Bosnian
373263961,Ghost Of A Chance (Worldwide Library Mysteries),Bill Crider,2001,Worldwide Library,http://images.amazon.com/images/P/0373263961.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373263961.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373263961.01.LZZZZZZZ.jpg,90.57,63130,5.8,Drama,English
385334621,The Greatest Generation,TOM BROKAW,2001,Delta,http://images.amazon.com/images/P/0385334621.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385334621.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385334621.01.LZZZZZZZ.jpg,331.11,172640,10,Adventure,Spanish
130817791,Public Administration and Public Affairs,Nicholas Henry,1995,Prentice Hall,http://images.amazon.com/images/P/0130817791.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0130817791.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0130817791.01.LZZZZZZZ.jpg,497.61,159000,10,Drama,Kannada
28616901,The Best College Admission Essays,Mark Alan Stewart,1997,Arco Pub,http://images.amazon.com/images/P/0028616901.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0028616901.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0028616901.01.LZZZZZZZ.jpg,263.04,89600,7.2,Documentary,Montenegrin
452279275,The Wisdom Teachings of the Dalai Lama,Bstan-Dzin-Rgya-Mtsho,1997,Plume Books,http://images.amazon.com/images/P/0452279275.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452279275.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452279275.01.LZZZZZZZ.jpg,227.68,43260,3.1,Documentary,Zulu
314128042,Contemporary Congress: A Bicameral Approach,Matthew Moen,1998,Wadsworth Publishing,http://images.amazon.com/images/P/0314128042.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0314128042.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0314128042.01.LZZZZZZZ.jpg,240.21,10200,1.9,Drama,Spanish
521448026,Democratic Subjects : The Self and the Social in Nineteenth-Century England,Patrick Joyce,1994,Cambridge University Press,http://images.amazon.com/images/P/0521448026.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0521448026.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0521448026.01.LZZZZZZZ.jpg,44.12,58320,3.2,Action,MÄori
385065299,Invitation to Sociology: A Humanistic Perspective,Peter L. Berger,1963,Anchor,http://images.amazon.com/images/P/0385065299.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385065299.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385065299.01.LZZZZZZZ.jpg,16.35,18500,1.7,Documentary,Croatian
822008653,Mythology (Cliffs Notes),James  Weigel,1973,Cliffs Notes,http://images.amazon.com/images/P/0822008653.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0822008653.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0822008653.01.LZZZZZZZ.jpg,52.66,127602,9.3,Drama,Filipino
1853261866,Classic Victorian &amp; Edwardian Ghost Stories (Wordsworth Collection),Collings,1998,NTC/Contemporary Publishing Company,http://images.amazon.com/images/P/1853261866.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1853261866.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1853261866.01.LZZZZZZZ.jpg,466.58,81950,5.3,Drama,Zulu
380008440,Final Days,Bob Woodward,1977,Harper Mass Market Paperbacks (Mm),http://images.amazon.com/images/P/0380008440.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380008440.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380008440.01.LZZZZZZZ.jpg,332.05,10500,1.7,Documentary,Assamese
446322644,All the President's Men,Carl Bernstein,1976,Warner Books,http://images.amazon.com/images/P/0446322644.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446322644.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446322644.01.LZZZZZZZ.jpg,294.05,83385,5.2,Crime,Khmer
451516052,Portrait of a Lady,Henry James,1981,Signet Book,http://images.amazon.com/images/P/0451516052.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451516052.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451516052.01.LZZZZZZZ.jpg,76.87,99384,8.7,Comedy,Portuguese
333677676,The Reign of Charles V,William S. Maltby,2002,Palgrave MacMillan,http://images.amazon.com/images/P/0333677676.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0333677676.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0333677676.01.LZZZZZZZ.jpg,109.45,133320,8.4,Thriller,Azeri
767906470,The Secret City,FRED GOODMAN,2004,Broadway,http://images.amazon.com/images/P/0767906470.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767906470.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767906470.01.LZZZZZZZ.jpg,491.82,16932,1.9,Drama,Quechua
226039269,Selected Poems from Les Fleurs Du Mal,Charles Baudelaire,1999,University of Chicago Press,http://images.amazon.com/images/P/0226039269.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0226039269.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0226039269.01.LZZZZZZZ.jpg,265.75,85680,6.9,Action,Assamese
2070420078,Le Vieil homme et la Mer,Ernest Hemingway,2002,Gallimard,http://images.amazon.com/images/P/2070420078.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2070420078.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2070420078.01.LZZZZZZZ.jpg,39.63,54500,5.9,Horror,Dari
71408118,Beginning French for the Utterly Confused,Amilcar Sebastian Mercado,2003,McGraw-Hill Trade,http://images.amazon.com/images/P/0071408118.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0071408118.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0071408118.01.LZZZZZZZ.jpg,268.43,83200,8.8,Children,English
743464834,Chasing Shakespeares : A Novel,Sarah Smith,2004,Washington Square Press,http://images.amazon.com/images/P/0743464834.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743464834.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743464834.01.LZZZZZZZ.jpg,10.79,117000,10,Horror,Khmer
451199936,At Bertram's Hotel (Miss Marple Mysteries (Paperback)),Agatha Christie,2001,Signet Book,http://images.amazon.com/images/P/0451199936.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451199936.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451199936.01.LZZZZZZZ.jpg,298.36,145306,7.2,Adventure,Papiamento
800612469,Lutheranism: The Theological Movement and Its Confessional Writings,Eric W. Gritsch,1976,Augsburg Fortress Publishers,http://images.amazon.com/images/P/0800612469.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0800612469.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0800612469.01.LZZZZZZZ.jpg,134.51,62964,3.5,Action,Italian
312854315,The Shadow Rising : Book Four of 'The Wheel of Time' (Wheel of Time),Robert Jordan,1992,Tor Books,http://images.amazon.com/images/P/0312854315.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312854315.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312854315.01.LZZZZZZZ.jpg,289.05,135468,9.4,Thriller,Persian
031286227X,Yon Ill Wind (Xanth Novels (Hardcover)),Piers Anthony,1996,St Martins Pr,http://images.amazon.com/images/P/031286227X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/031286227X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/031286227X.01.LZZZZZZZ.jpg,150.49,97335,5.4,Drama,Bislama
399137815,Killobyte,Piers Anthony,1993,Putnam Pub Group,http://images.amazon.com/images/P/0399137815.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399137815.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399137815.01.LZZZZZZZ.jpg,25.87,79200,5.5,Comedy,Pashto
